118.318,61.682
117.803,61.017
117.826,60.932
117.536,60.671
117.160,60.569
116.773,60.326
116.739,60.151
117.236,59.894
117.868,60.021
118.185,60.319
118.167,60.631
117.618,60.733
115.888,60.230
113.426,59.166
118.318,61.682
117.999,62.158
119.099,62.448
118.951,62.016
119.115,61.872
119.519,62.164
119.097,63.009
119.519,62.164
119.835,63.350
120.101,62.508
121.051,63.661
120.836,63.517
120.536,63.607
120.623,63.868
121.106,64.091
121.206,64.043
121.190,63.878
120.902,63.422
122.623,64.992
121.844,64.202
121.533,64.787
122.314,63.839
122.957,64.659
122.898,69.339
123.614,68.236
124.478,67.444
125.484,66.885
124.608,66.477
122.212,66.016
120.772,65.662
119.114,64.918
118.037,64.130
118.844,64.278
126.772,68.255
129.953,69.916
130.304,69.960
130.291,69.856
125.858,66.758
122.991,64.678
120.944,63.140
114.456,58.222
113.503,57.444
