118.318,61.682
120.523,64.285
120.985,65.064
121.525,66.251
121.908,66.869
122.132,67.513
122.188,68.127
122.067,68.662
121.764,69.065
121.200,69.297
120.679,69.277
118.662,69.606
118.046,69.514
115.219,68.148
113.047,66.963
110.896,65.722
106.866,64.542
105.301,63.855
104.528,63.823
103.906,64.015
102.830,64.839
101.979,65.940
101.023,67.757
100.119,70.217
99.090,73.520
99.050,74.831
99.274,75.906
99.698,76.892
100.278,77.791
101.712,79.334
102.437,79.425
103.168,79.219
103.882,78.802
104.554,78.256
105.771,77.016
106.248,76.385
108.125,73.122
109.097,71.711
109.499,70.833
109.992,69.023
110.140,67.193
109.422,65.053
109.387,64.473
109.566,63.957
111.196,62.115
111.750,61.649
112.716,61.180
113.815,61.086
116.203,61.882
116.749,61.894
117.355,61.618
117.630,61.123
